"기준_년_코드","기준_분기_코드","행정동_코드","행정동_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"2021","3","11440660","서교동","LL","다이나믹","92","48","117","55"
"2021","3","11440655","서강동","LL","다이나믹","92","48","117","55"
"2021","3","11440630","신수동","LH","상권확장","115","57","117","55"
"2021","3","11440610","염리동","LH","상권확장","109","57","117","55"
"2021","3","11440600","대흥동","LH","상권확장","117","58","117","55"
"2021","3","11440590","용강동","LL","다이나믹","117","54","117","55"
"2021","3","11440585","도화동","LH","상권확장","116","55","117","55"
"2021","3","11440565","공덕동","HH","정체","124","60","117","55"
"2021","3","11440555","아현동","HH","정체","118","56","117","55"
"2021","3","11410720","북가좌2동","LL","다이나믹","114","54","117","55"
"2021","3","11410710","북가좌1동","LL","다이나믹","102","50","117","55"
"2021","3","11410700","남가좌2동","LL","다이나믹","109","54","117","55"
"2021","3","11410690","남가좌1동","HH","정체","130","65","117","55"
"2021","3","11410685","홍은2동","LH","상권확장","115","58","117","55"
"2021","3","11410660","홍은1동","HH","정체","118","62","117","55"
"2021","3","11410655","홍제2동","HH","정체","127","61","117","55"
"2021","3","11410640","홍제3동","HH","정체","124","65","117","55"
"2021","3","11410620","홍제1동","HH","정체","123","58","117","55"
"2021","3","11410615","연희동","LH","상권확장","112","57","117","55"
"2021","3","11410585","신촌동","HL","상권축소","124","52","117","55"
"2021","3","11410565","충현동","HH","정체","129","61","117","55"
"2021","3","11410555","북아현동","HH","정체","140","64","117","55"
"2021","3","11410520","천연동","HH","정체","129","61","117","55"
"2021","3","11380690","진관동","LL","다이나믹","70","46","117","55"
"2021","3","11380650","수색동","HH","정체","160","71","117","55"
"2021","3","11380640","증산동","HH","정체","133","57","117","55"
"2021","3","11380632","신사2동","LH","상권확장","110","55","117","55"
"2021","3","11380631","신사1동","LL","다이나믹","114","51","117","55"
"2021","3","11380625","역촌동","LL","다이나믹","104","51","117","55"
"2021","3","11380600","응암3동","HL","상권축소","120","55","117","55"
"2021","3","11380590","응암2동","LH","상권확장","85","56","117","55"
"2021","3","11380580","응암1동","LH","상권확장","117","55","117","55"
"2021","3","11380570","대조동","LL","다이나믹","116","53","117","55"
"2021","3","11380560","구산동","LL","다이나믹","108","55","117","55"
"2021","3","11380552","갈현2동","LL","다이나믹","100","52","117","55"
"2021","3","11380551","갈현1동","LL","다이나믹","108","52","117","55"
"2021","3","11380530","불광2동","HH","정체","118","57","117","55"
"2021","3","11380520","불광1동","LH","상권확장","116","56","117","55"
"2021","3","11380510","녹번동","LH","상권확장","111","55","117","55"
"2021","3","11350720","상계10동","LL","다이나믹","106","52","117","55"
"2021","3","11350710","상계9동","HL","상권축소","124","53","117","55"
"2021","3","11350700","상계8동","HH","정체","119","59","117","55"
"2021","3","11350695","상계6.7동","LL","다이나믹","113","51","117","55"
"2021","3","11350670","상계5동","LL","다이나믹","110","51","117","55"
"2021","3","11350665","상계3.4동","HH","정체","118","57","117","55"
"2021","3","11350640","상계2동","LL","다이나믹","101","48","117","55"
"2021","3","11350630","상계1동","LL","다이나믹","106","50","117","55"
"2021","3","11350625","중계2.3동","LL","다이나믹","113","54","117","55"
"2021","3","11350624","중계4동","LL","다이나믹","100","49","117","55"
"2021","3","11350621","중계1동","LL","다이나믹","105","51","117","55"
"2021","3","11350619","중계본동","LL","다이나믹","99","51","117","55"
"2021","3","11350612","하계2동","HH","정체","125","61","117","55"
"2021","3","11350611","하계1동","LH","상권확장","117","56","117","55"
"2021","3","11350600","공릉2동","LL","다이나믹","99","53","117","55"
"2021","3","11350595","공릉1동","LL","다이나믹","114","54","117","55"
"2021","3","11350580","월계3동","LL","다이나믹","105","54","117","55"
"2021","3","11350570","월계2동","LH","상권확장","106","56","117","55"
"2021","3","11350560","월계1동","LH","상권확장","114","55","117","55"
"2021","3","11320710","방학3동","LH","상권확장","110","56","117","55"
"2021","3","11320700","방학2동","LL","다이나믹","106","51","117","55"
"2021","3","11320690","방학1동","LL","다이나믹","108","50","117","55"
"2021","3","11320681","쌍문4동","LL","다이나믹","104","52","117","55"
"2021","3","11320680","쌍문3동","LL","다이나믹","108","53","117","55"
"2021","3","11320670","쌍문2동","LL","다이나믹","110","51","117","55"
"2021","3","11320660","쌍문1동","LL","다이나믹","111","52","117","55"
"2021","3","11320522","도봉2동","LL","다이나믹","113","51","117","55"
"2021","3","11320521","도봉1동","HL","상권축소","118","54","117","55"
"2021","3","11320515","창5동","LL","다이나믹","109","51","117","55"
"2021","3","11320514","창4동","HL","상권축소","122","53","117","55"
"2021","3","11320513","창3동","LL","다이나믹","111","55","117","55"
"2021","3","11320512","창2동","LL","다이나믹","109","53","117","55"
"2021","3","11320511","창1동","LL","다이나믹","105","52","117","55"
"2021","3","11305660","인수동","LL","다이나믹","108","51","117","55"
"2021","3","11305645","우이동","LL","다이나믹","111","53","117","55"
"2021","3","11305630","수유3동","LL","다이나믹","109","50","117","55"
"2021","3","11305620","수유2동","LL","다이나믹","107","53","117","55"
"2021","3","11305610","수유1동","HL","상권축소","120","55","117","55"
"2021","3","11305606","번3동","LL","다이나믹","114","50","117","55"
"2021","3","11305600","번2동","LL","다이나믹","112","55","117","55"
"2021","3","11305590","번1동","LL","다이나믹","108","49","117","55"
"2021","3","11305575","삼각산동","LL","다이나믹","98","50","117","55"
"2021","3","11305555","송천동","HH","정체","122","56","117","55"
"2021","3","11305545","송중동","LL","다이나믹","105","53","117","55"
"2021","3","11305535","미아동","LL","다이나믹","112","49","117","55"
"2021","3","11305534","삼양동","HL","상권축소","121","54","117","55"
"2021","3","11290810","석관동","HH","정체","132","57","117","55"
"2021","3","11290780","장위3동","HH","정체","126","67","117","55"
"2021","3","11290770","장위2동","HH","정체","145","62","117","55"
"2021","3","11290760","장위1동","HH","정체","126","59","117","55"
"2021","3","11290725","월곡2동","LL","다이나믹","112","55","117","55"
"2021","3","11290715","월곡1동","HL","상권축소","124","53","117","55"
"2021","3","11290705","종암동","HH","정체","119","59","117","55"
"2021","3","11290685","길음2동","LH","상권확장","113","58","117","55"
"2021","3","11290660","길음1동","HH","정체","120","62","117","55"
"2021","3","11290650","정릉4동","LH","상권확장","106","59","117","55"
"2021","3","11290640","정릉3동","HH","정체","119","62","117","55"
"2021","3","11290630","정릉2동","HH","정체","120","63","117","55"
"2021","3","11290620","정릉1동","LH","상권확장","116","55","117","55"
"2021","3","11290610","보문동","HH","정체","121","57","117","55"
"2021","3","11290600","안암동","LH","상권확장","109","57","117","55"
"2021","3","11290590","돈암2동","LL","다이나믹","106","51","117","55"
"2021","3","11290580","돈암1동","LH","상권확장","111","56","117","55"
"2021","3","11290575","동선동","LL","다이나믹","107","52","117","55"
"2021","3","11290555","삼선동","LH","상권확장","113","56","117","55"
"2021","3","11290525","성북동","LH","상권확장","117","64","117","55"
"2021","3","11260690","신내2동","LL","다이나믹","112","52","117","55"
"2021","3","11260680","신내1동","LL","다이나믹","106","52","117","55"
"2021","3","11260660","망우3동","LL","다이나믹","112","49","117","55"
"2021","3","11260655","망우본동","HL","상권축소","120","53","117","55"
"2021","3","11260630","묵2동","LL","다이나믹","109","52","117","55"
"2021","3","11260620","묵1동","LL","다이나믹","105","52","117","55"
"2021","3","11260610","중화2동","HL","상권축소","118","53","117","55"
"2021","3","11260600","중화1동","LL","다이나믹","116","53","117","55"
"2021","3","11260590","상봉2동","LL","다이나믹","111","53","117","55"
"2021","3","11260580","상봉1동","LL","다이나믹","103","51","117","55"
"2021","3","11260575","면목3.8동","LL","다이나믹","111","51","117","55"
"2021","3","11260570","면목7동","HL","상권축소","118","52","117","55"
"2021","3","11260565","면목본동","LL","다이나믹","117","50","117","55"
"2021","3","11260550","면목5동","LH","상권확장","114","55","117","55"
"2021","3","11260540","면목4동","LL","다이나믹","112","53","117","55"
"2021","3","11260520","면목2동","HL","상권축소","119","50","117","55"
"2021","3","11230750","이문2동","HH","정체","119","58","117","55"
"2021","3","11230740","이문1동","HH","정체","128","60","117","55"
"2021","3","11230730","휘경2동","LH","상권확장","103","55","117","55"
"2021","3","11230720","휘경1동","HL","상권축소","131","55","117","55"
"2021","3","11230710","회기동","LL","다이나믹","103","50","117","55"
"2021","3","11230705","청량리동","HH","정체","167","63","117","55"
"2021","3","11230660","장안2동","LL","다이나믹","117","50","117","55"
"2021","3","11230650","장안1동","HL","상권축소","124","53","117","55"
"2021","3","11230610","답십리2동","HH","정체","149","63","117","55"
"2021","3","11230600","답십리1동","HH","정체","118","57","117","55"
"2021","3","11230570","전농2동","HH","정체","127","55","117","55"
"2021","3","11230560","전농1동","HH","정체","117","57","117","55"
"2021","3","11230545","제기동","HH","정체","144","73","117","55"
"2021","3","11230536","용신동","HH","정체","129","58","117","55"
"2021","3","11215870","구의3동","HH","정체","125","57","117","55"
"2021","3","11215860","구의2동","LH","상권확장","108","58","117","55"
"2021","3","11215850","구의1동","HL","상권축소","120","52","117","55"
"2021","3","11215847","자양4동","LL","다이나믹","111","53","117","55"
"2021","3","11215840","자양3동","LL","다이나믹","108","54","117","55"
"2021","3","11215830","자양2동","HL","상권축소","120","53","117","55"
"2021","3","11215820","자양1동","LL","다이나믹","116","53","117","55"
"2021","3","11215810","광장동","LL","다이나믹","108","55","117","55"
"2021","3","11215780","능동","LL","다이나믹","107","54","117","55"
"2021","3","11215770","중곡4동","LL","다이나믹","113","55","117","55"
"2021","3","11215760","중곡3동","LL","다이나믹","110","50","117","55"
"2021","3","11215750","중곡2동","LL","다이나믹","111","51","117","55"
"2021","3","11215740","중곡1동","LL","다이나믹","115","53","117","55"
"2021","3","11215730","군자동","LL","다이나믹","114","53","117","55"
"2021","3","11215710","화양동","LL","다이나믹","98","51","117","55"
"2021","3","11200790","용답동","HH","정체","143","60","117","55"
"2021","3","11200720","송정동","HH","정체","127","56","117","55"
"2021","3","11200690","성수2가3동","LH","상권확장","101","56","117","55"
"2021","3","11200670","성수2가1동","LL","다이나믹","109","55","117","55"
"2021","3","11200660","성수1가2동","LL","다이나믹","89","55","117","55"
"2021","3","11200650","성수1가1동","LH","상권확장","105","56","117","55"
"2021","3","11200645","옥수동","LL","다이나믹","100","54","117","55"
"2021","3","11200620","금호4가동","HH","정체","122","58","117","55"
"2021","3","11200615","금호2.3가동","LH","상권확장","117","61","117","55"
"2021","3","11200590","금호1가동","LH","상권확장","115","57","117","55"
"2021","3","11200580","응봉동","LH","상권확장","109","57","117","55"
"2021","3","11200570","행당2동","LL","다이나믹","94","53","117","55"
"2021","3","11200560","행당1동","LH","상권확장","109","55","117","55"
"2021","3","11200550","사근동","LH","상권확장","98","56","117","55"
"2021","3","11200540","마장동","HH","정체","138","75","117","55"
"2021","3","11200535","왕십리도선동","LL","다이나믹","93","54","117","55"
"2021","3","11200520","왕십리2동","LH","상권확장","112","56","117","55"
"2021","3","11170700","보광동","HH","정체","122","56","117","55"
"2021","3","11170690","서빙고동","HH","정체","123","66","117","55"
"2021","3","11170685","한남동","LL","다이나믹","104","55","117","55"
"2021","3","11170660","이태원2동","LL","다이나믹","94","50","117","55"
"2021","3","11170650","이태원1동","HH","정체","137","63","117","55"
"2021","3","11170640","이촌2동","HH","정체","145","76","117","55"
"2021","3","11170630","이촌1동","HH","정체","150","66","117","55"
"2021","3","11170625","한강로동","HH","정체","139","59","117","55"
"2021","3","11170590","용문동","HL","상권축소","124","55","117","55"
"2021","3","11170580","효창동","HH","정체","126","67","117","55"
"2021","3","11170570","원효로2동","HH","정체","145","57","117","55"
"2021","3","11170560","원효로1동","HH","정체","135","58","117","55"
"2021","3","11170555","청파동","HH","정체","125","56","117","55"
"2021","3","11170530","남영동","HH","정체","130","60","117","55"
"2021","3","11170520","용산2가동","LL","다이나믹","90","50","117","55"
"2021","3","11170510","후암동","LH","상권확장","110","62","117","55"
"2021","3","11140680","중림동","HH","정체","127","63","117","55"
"2021","3","11140670","황학동","HH","정체","141","70","117","55"
"2021","3","11140665","동화동","HH","정체","123","56","117","55"
"2021","3","11140650","신당5동","LH","상권확장","117","56","117","55"
"2021","3","11140645","청구동","LL","다이나믹","115","54","117","55"
"2021","3","11140635","약수동","HH","정체","127","59","117","55"
"2021","3","11140625","다산동","HH","정체","121","58","117","55"
"2021","3","11140615","신당동","HH","정체","126","67","117","55"
"2021","3","11140605","을지로동","HH","정체","168","74","117","55"
"2021","3","11140590","광희동","HH","정체","160","60","117","55"
"2021","3","11140580","장충동","HH","정체","141","65","117","55"
"2021","3","11140570","필동","HH","정체","143","61","117","55"
"2021","3","11140550","명동","HH","정체","157","59","117","55"
"2021","3","11140540","회현동","HH","정체","164","72","117","55"
"2021","3","11140520","소공동","HH","정체","158","71","117","55"
"2021","3","11110710","숭인2동","HL","상권축소","131","51","117","55"
"2021","3","11110700","숭인1동","HH","정체","130","62","117","55"
"2021","3","11110690","창신3동","LH","상권확장","116","57","117","55"
"2021","3","11110680","창신2동","HH","정체","138","65","117","55"
"2021","3","11110670","창신1동","HH","정체","134","68","117","55"
"2021","3","11110650","혜화동","LL","다이나믹","116","55","117","55"
"2021","3","11110640","이화동","LH","상권확장","107","58","117","55"
"2021","3","11110630","종로5.6가동","HH","정체","144","68","117","55"
"2021","3","11110615","종로1.2.3.4가동","HH","정체","152","69","117","55"
"2021","3","11110600","가회동","LH","상권확장","111","61","117","55"
"2021","3","11110580","교남동","HH","정체","138","65","117","55"
"2021","3","11110570","무악동","HH","정체","125","70","117","55"
"2021","3","11110560","평창동","HH","정체","124","61","117","55"
"2021","3","11110550","부암동","LH","상권확장","106","59","117","55"
"2021","3","11110540","삼청동","LH","상권확장","102","57","117","55"
"2021","3","11110530","사직동","HH","정체","132","61","117","55"
"2021","3","11110515","청운효자동","LH","상권확장","106","61","117","55"
"2021","2","11740700","둔촌2동","HL","상권축소","117","52","116","55"
"2021","2","11740690","둔촌1동","HH","정체","168","72","116","55"
"2021","2","11740685","길동","LL","다이나믹","108","49","116","55"
"2021","2","11740660","성내3동","HL","상권축소","118","48","116","55"
"2021","2","11740650","성내2동","LL","다이나믹","114","48","116","55"
"2021","2","11740640","성내1동","LL","다이나믹","115","52","116","55"
"2021","2","11740620","천호3동","LL","다이나믹","113","51","116","55"
"2021","2","11740610","천호2동","LL","다이나믹","114","53","116","55"
"2021","2","11740600","천호1동","LL","다이나믹","108","50","116","55"
"2021","2","11740590","암사3동","LH","상권확장","100","56","116","55"
"2021","2","11740580","암사2동","LL","다이나믹","109","52","116","55"
"2021","2","11740570","암사1동","LL","다이나믹","108","50","116","55"
"2021","2","11740560","고덕2동","LH","상권확장","89","60","116","55"
"2021","2","11740550","고덕1동","LL","다이나믹","90","53","116","55"
"2021","2","11740540","명일2동","LH","상권확장","113","56","116","55"
"2021","2","11740530","명일1동","LL","다이나믹","114","51","116","55"
"2021","2","11740520","상일동","LH","상권확장","107","58","116","55"
"2021","2","11740515","강일동","LL","다이나믹","69","45","116","55"
"2021","2","11710720","잠실7동","HH","정체","157","72","116","55"
"2021","2","11710710","잠실6동","LH","상권확장","110","57","116","55"
"2021","2","11710690","잠실4동","LL","다이나믹","110","49","116","55"
"2021","2","11710680","잠실3동","HH","정체","132","66","116","55"
"2021","2","11710670","잠실2동","LL","다이나믹","90","42","116","55"
"2021","2","11710650","잠실본동","LL","다이나믹","113","51","116","55"
"2021","2","11710647","위례동","LL","다이나믹","38","28","116","55"
"2021","2","11710646","장지동","LL","다이나믹","104","51","116","55"
"2021","2","11710642","문정2동","LL","다이나믹","74","41","116","55"
"2021","2","11710641","문정1동","LL","다이나믹","113","52","116","55"
"2021","2","11710632","가락2동","HL","상권축소","118","52","116","55"
"2021","2","11710631","가락1동","HH","정체","177","151","116","55"
"2021","2","11710620","가락본동","LL","다이나믹","114","49","116","55"
"2021","2","11710610","삼전동","LL","다이나믹","107","49","116","55"
"2021","2","11710600","석촌동","LL","다이나믹","109","50","116","55"
"2021","2","11710590","송파2동","LL","다이나믹","112","49","116","55"
"2021","2","11710580","송파1동","LL","다이나믹","107","50","116","55"
"2021","2","11710570","오금동","HL","상권축소","119","54","116","55"
"2021","2","11710566","오륜동","HH","정체","144","65","116","55"
"2021","2","11710562","방이2동","LL","다이나믹","111","51","116","55"
"2021","2","11710561","방이1동","LL","다이나믹","106","50","116","55"
"2021","2","11710550","마천2동","HH","정체","124","56","116","55"
"2021","2","11710540","마천1동","HL","상권축소","120","52","116","55"
"2021","2","11710532","거여2동","HH","정체","122","58","116","55"
"2021","2","11710531","거여1동","LL","다이나믹","110","51","116","55"
"2021","2","11710520","풍납2동","HH","정체","133","57","116","55"
"2021","2","11710510","풍납1동","HH","정체","137","56","116","55"
"2021","2","11680750","수서동","HH","정체","126","61","116","55"
"2021","2","11680740","일원2동","HH","정체","128","56","116","55"
"2021","2","11680730","일원1동","HL","상권축소","124","54","116","55"
"2021","2","11680720","일원본동","LH","상권확장","113","55","116","55"
"2021","2","11680700","세곡동","LL","다이나믹","71","48","116","55"
"2021","2","11680690","개포4동","HL","상권축소","129","54","116","55"
"2021","2","11680670","개포2동","HH","정체","124","58","116","55"
"2021","2","11680660","개포1동","HH","정체","132","69","116","55"
"2021","2","11680656","도곡2동","HL","상권축소","118","54","116","55"
"2021","2","11680655","도곡1동","LL","다이나믹","112","53","116","55"
"2021","2","11680650","역삼2동","LL","다이나믹","104","48","116","55"
"2021","2","11680640","역삼1동","LL","다이나믹","104","48","116","55"
"2021","2","11680630","대치4동","LL","다이나믹","97","48","116","55"
"2021","2","11680610","대치2동","LL","다이나믹","115","54","116","55"
"2021","2","11680600","대치1동","HL","상권축소","116","54","116","55"
"2021","2","11680590","삼성2동","LL","다이나믹","106","50","116","55"
"2021","2","11680580","삼성1동","HH","정체","120","58","116","55"
"2021","2","11680565","청담동","LL","다이나믹","106","52","116","55"
"2021","2","11680545","압구정동","LL","다이나믹","111","50","116","55"
"2021","2","11680531","논현2동","LL","다이나믹","102","50","116","55"
"2021","2","11680521","논현1동","LL","다이나믹","107","49","116","55"
"2021","2","11680510","신사동","LL","다이나믹","105","51","116","55"
"2021","2","11650660","내곡동","HH","정체","118","63","116","55"
"2021","2","11650652","양재2동","HL","상권축소","135","53","116","55"
"2021","2","11650651","양재1동","LL","다이나믹","116","54","116","55"
"2021","2","11650621","방배4동","HH","정체","127","56","116","55"
"2021","2","11650620","방배3동","HH","정체","139","56","116","55"
"2021","2","11650610","방배2동","LH","상권확장","112","57","116","55"
"2021","2","11650600","방배1동","HL","상권축소","120","55","116","55"
"2021","2","11650590","방배본동","HL","상권축소","123","52","116","55"
"2021","2","11650581","반포4동","HH","정체","147","65","116","55"
"2021","2","11650580","반포3동","HH","정체","131","61","116","55"
"2021","2","11650570","반포2동","HH","정체","132","69","116","55"
"2021","2","11650560","반포1동","LL","다이나믹","111","47","116","55"
"2021","2","11650550","반포본동","HH","정체","142","62","116","55"
"2021","2","11650540","잠원동","HL","상권축소","116","52","116","55"
"2021","2","11650531","서초4동","HL","상권축소","122","54","116","55"
"2021","2","11650530","서초3동","HH","정체","127","56","116","55"
"2021","2","11650520","서초2동","LL","다이나믹","113","51","116","55"
"2021","2","11650510","서초1동","HH","정체","127","56","116","55"
"2021","2","11620775","난곡동","HH","정체","120","59","116","55"
"2021","2","11620765","미성동","HH","정체","121","55","116","55"
"2021","2","11620745","삼성동","HH","정체","136","62","116","55"
"2021","2","11620735","대학동","LL","다이나믹","109","52","116","55"
"2021","2","11620725","조원동","HL","상권축소","126","50","116","55"
"2021","2","11620715","난향동","LL","다이나믹","96","52","116","55"
"2021","2","11620695","신림동","LL","다이나믹","111","50","116","55"
"2021","2","11620685","신사동","LL","다이나믹","110","51","116","55"
"2021","2","11620665","서림동","LH","상권확장","112","56","116","55"
"2021","2","11620655","신원동","LL","다이나믹","111","52","116","55"
"2021","2","11620645","서원동","LH","상권확장","114","56","116","55"
"2021","2","11620630","남현동","LH","상권확장","113","57","116","55"
"2021","2","11620625","인헌동","LL","다이나믹","111","54","116","55"
"2021","2","11620615","중앙동","LL","다이나믹","113","52","116","55"
"2021","2","11620605","은천동","LL","다이나믹","111","52","116","55"
"2021","2","11620595","청룡동","LL","다이나믹","110","52","116","55"
"2021","2","11620585","낙성대동","LL","다이나믹","98","52","116","55"
"2021","2","11620575","행운동","HL","상권축소","118","54","116","55"
"2021","2","11620565","성현동","LL","다이나믹","104","51","116","55"
"2021","2","11620545","청림동","LH","상권확장","97","58","116","55"
"2021","2","11620525","보라매동","LL","다이나믹","106","53","116","55"
"2021","2","11590680","신대방2동","HL","상권축소","120","54","116","55"
"2021","2","11590670","신대방1동","HL","상권축소","125","52","116","55"
"2021","2","11590660","대방동","HH","정체","116","55","116","55"
"2021","2","11590651","사당5동","LL","다이나믹","114","54","116","55"
"2021","2","11590650","사당4동","HL","상권축소","117","53","116","55"
"2021","2","11590640","사당3동","LH","상권확장","116","56","116","55"
"2021","2","11590630","사당2동","LL","다이나믹","114","54","116","55"
"2021","2","11590620","사당1동","LL","다이나믹","110","52","116","55"
"2021","2","11590605","흑석동","HH","정체","117","60","116","55"
"2021","2","11590560","상도4동","LH","상권확장","112","55","116","55"
"2021","2","11590550","상도3동","LL","다이나믹","112","53","116","55"
"2021","2","11590540","상도2동","HH","정체","122","59","116","55"
"2021","2","11590530","상도1동","LH","상권확장","106","57","116","55"
"2021","2","11590520","노량진2동","HH","정체","128","63","116","55"
"2021","2","11590510","노량진1동","HH","정체","142","76","116","55"
"2021","2","11560720","대림3동","LL","다이나믹","115","48","116","55"
"2021","2","11560710","대림2동","LL","다이나믹","100","47","116","55"
"2021","2","11560700","대림1동","HL","상권축소","126","51","116","55"
"2021","2","11560690","신길7동","HL","상권축소","117","54","116","55"
"2021","2","11560680","신길6동","HL","상권축소","120","54","116","55"
"2021","2","11560670","신길5동","LH","상권확장","116","57","116","55"
"2021","2","11560660","신길4동","LH","상권확장","116","58","116","55"
"2021","2","11560650","신길3동","HH","정체","136","60","116","55"
"2021","2","11560630","신길1동","HH","정체","134","57","116","55"
"2021","2","11560620","양평2동","LL","다이나믹","114","54","116","55"
"2021","2","11560610","양평1동","LH","상권확장","112","55","116","55"
"2021","2","11560605","문래동","LH","상권확장","109","56","116","55"
"2021","2","11560585","도림동","HH","정체","119","55","116","55"
"2021","2","11560560","당산2동","LL","다이나믹","110","54","116","55"
"2021","2","11560550","당산1동","HL","상권축소","124","54","116","55"
"2021","2","11560540","여의동","HL","상권축소","129","55","116","55"
"2021","2","11560535","영등포동","HH","정체","132","60","116","55"
"2021","2","11560515","영등포본동","LH","상권확장","111","57","116","55"
"2021","2","11545710","시흥5동","HH","정체","119","55","116","55"
"2021","2","11545700","시흥4동","HL","상권축소","116","50","116","55"
"2021","2","11545690","시흥3동","HH","정체","145","60","116","55"
"2021","2","11545680","시흥2동","LL","다이나믹","101","54","116","55"
"2021","2","11545670","시흥1동","HH","정체","117","55","116","55"
"2021","2","11545640","독산4동","HL","상권축소","118","52","116","55"
"2021","2","11545630","독산3동","HL","상권축소","125","50","116","55"
"2021","2","11545620","독산2동","LL","다이나믹","115","53","116","55"
"2021","2","11545610","독산1동","LH","상권확장","106","56","116","55"
"2021","2","11545510","가산동","LL","다이나믹","97","49","116","55"
"2021","2","11530790","수궁동","LH","상권확장","115","56","116","55"
"2021","2","11530780","오류2동","LL","다이나믹","91","53","116","55"
"2021","2","11530770","오류1동","HH","정체","121","57","116","55"
"2021","2","11530760","개봉3동","HL","상권축소","136","52","116","55"
"2021","2","11530750","개봉2동","HH","정체","116","57","116","55"
"2021","2","11530740","개봉1동","HH","정체","117","56","116","55"
"2021","2","11530730","고척2동","HH","정체","117","55","116","55"
"2021","2","11530720","고척1동","HL","상권축소","119","53","116","55"
"2021","2","11530595","가리봉동","HL","상권축소","127","53","116","55"
"2021","2","11530560","구로5동","LL","다이나믹","110","52","116","55"
"2021","2","11530550","구로4동","HL","상권축소","120","50","116","55"
"2021","2","11530540","구로3동","LL","다이나믹","98","48","116","55"
"2021","2","11530530","구로2동","HH","정체","139","55","116","55"
"2021","2","11530520","구로1동","HH","정체","135","56","116","55"
"2021","2","11530510","신도림동","LL","다이나믹","107","51","116","55"
"2021","2","11500641","방화3동","HL","상권축소","123","54","116","55"
"2021","2","11500640","방화2동","LL","다이나믹","115","54","116","55"
"2021","2","11500630","방화1동","LL","다이나믹","106","50","116","55"
"2021","2","11500620","공항동","LL","다이나믹","109","51","116","55"
"2021","2","11500615","우장산동","LL","다이나믹","99","50","116","55"
"2021","2","11500611","발산1동","LH","상권확장","87","56","116","55"
"2021","2","11500605","가양3동","LL","다이나믹","115","55","116","55"
"2021","2","11500604","가양2동","LL","다이나믹","115","52","116","55"
"2021","2","11500603","가양1동","LL","다이나믹","55","43","116","55"
"2021","2","11500593","화곡8동","LL","다이나믹","104","51","116","55"
"2021","2","11500591","화곡6동","LL","다이나믹","102","47","116","55"
"2021","2","11500590","화곡본동","LL","다이나믹","116","53","116","55"
"2021","2","11500570","화곡4동","LL","다이나믹","109","50","116","55"
"2021","2","11500560","화곡3동","LL","다이나믹","100","50","116","55"
"2021","2","11500550","화곡2동","LL","다이나믹","112","50","116","55"
"2021","2","11500540","화곡1동","LL","다이나믹","109","50","116","55"
"2021","2","11500535","등촌3동","LL","다이나믹","99","50","116","55"
"2021","2","11500530","등촌2동","HL","상권축소","116","49","116","55"
"2021","2","11500520","등촌1동","LL","다이나믹","102","54","116","55"
"2021","2","11500510","염창동","LH","상권확장","113","56","116","55"
"2021","2","11470680","신정7동","LL","다이나믹","106","53","116","55"
"2021","2","11470670","신정6동","LL","다이나믹","101","50","116","55"
"2021","2","11470650","신정4동","LL","다이나믹","111","49","116","55"
"2021","2","11470640","신정3동","LL","다이나믹","113","55","116","55"
"2021","2","11470630","신정2동","LL","다이나믹","105","51","116","55"
"2021","2","11470620","신정1동","HL","상권축소","120","52","116","55"
"2021","2","11470611","신월7동","LL","다이나믹","115","49","116","55"
"2021","2","11470610","신월6동","LH","상권확장","105","66","116","55"
"2021","2","11470600","신월5동","LL","다이나믹","112","54","116","55"
"2021","2","11470590","신월4동","LL","다이나믹","111","52","116","55"
"2021","2","11470580","신월3동","HL","상권축소","128","52","116","55"
"2021","2","11470570","신월2동","HL","상권축소","118","55","116","55"
"2021","2","11470560","신월1동","LL","다이나믹","114","49","116","55"
"2021","2","11470550","목5동","LL","다이나믹","107","52","116","55"
"2021","2","11470540","목4동","LL","다이나믹","110","47","116","55"
"2021","2","11470530","목3동","LL","다이나믹","114","52","116","55"
"2021","2","11470520","목2동","LL","다이나믹","108","53","116","55"
"2021","2","11470510","목1동","LL","다이나믹","102","51","116","55"
"2021","2","11440740","상암동","LL","다이나믹","75","44","116","55"
"2021","2","11440730","성산2동","LH","상권확장","111","58","116","55"
"2021","2","11440720","성산1동","LL","다이나믹","106","52","116","55"
"2021","2","11440710","연남동","LL","다이나믹","67","46","116","55"
"2021","2","11440700","망원2동","LL","다이나믹","102","50","116","55"
"2021","2","11440690","망원1동","LL","다이나믹","88","51","116","55"
"2021","2","11440680","합정동","LL","다이나믹","91","50","116","55"
"2021","2","11440660","서교동","LL","다이나믹","90","48","116","55"
"2021","2","11440655","서강동","LL","다이나믹","92","48","116","55"
"2021","2","11440630","신수동","LH","상권확장","114","56","116","55"
"2021","2","11440610","염리동","LH","상권확장","109","57","116","55"
"2021","2","11440600","대흥동","LH","상권확장","116","58","116","55"
"2021","2","11440590","용강동","LL","다이나믹","115","54","116","55"
"2021","2","11440585","도화동","LH","상권확장","114","55","116","55"
"2021","2","11440565","공덕동","HH","정체","122","59","116","55"
"2021","2","11440555","아현동","HH","정체","116","56","116","55"
"2021","2","11410720","북가좌2동","LL","다이나믹","114","54","116","55"
